stationId,carId,path,start_date_time,end_date_time
105552,300975,"[[115.96825, 28.689416666666663, '2021-09-09 10:29:15'], [115.96825, 28.689416666666663, '2021-09-09 10:29:30']]",2021-09-09 10:29:15,2021-09-09 10:29:30
140535,300975,"[[115.96801666666668, 28.692266666666665, '2021-09-09 10:30:30'], [115.96801666666668, 28.693366666666662, '2021-09-09 10:30:45']]",2021-09-09 10:30:30,2021-09-09 10:30:45
105553,300975,"[[115.96596666666667, 28.6955, '2021-09-09 10:34:15'], [115.96546666666669, 28.69538333333333, '2021-09-09 10:34:30']]",2021-09-09 10:34:15,2021-09-09 10:34:30
142907,300975,"[[115.965, 28.6953, '2021-09-09 10:35:00'], [115.965, 28.6953, '2021-09-09 10:35:15'], [115.96473333333331, 28.69525, '2021-09-09 10:35:30']]",2021-09-09 10:35:00,2021-09-09 10:35:30
142906,300975,"[[115.96183333333332, 28.694716666666668, '2021-09-09 10:36:15'], [115.96026666666668, 28.69445, '2021-09-09 10:36:30']]",2021-09-09 10:36:15,2021-09-09 10:36:30
105554,300975,"[[115.96026666666668, 28.69445, '2021-09-09 10:36:30'], [115.95926666666666, 28.69428333333333, '2021-09-09 10:36:45'], [115.95926666666666, 28.69428333333333, '2021-09-09 10:37:00']]",2021-09-09 10:36:30,2021-09-09 10:37:00
102842,300975,"[[115.94965, 28.692516666666663, '2021-09-09 10:40:00'], [115.94916666666668, 28.692416666666663, '2021-09-09 10:40:15']]",2021-09-09 10:40:00,2021-09-09 10:40:15
105976,300975,"[[115.94543333333333, 28.691766666666663, '2021-09-09 10:41:45'], [115.94386666666666, 28.691466666666667, '2021-09-09 10:42:15']]",2021-09-09 10:41:45,2021-09-09 10:42:15
105560,300975,"[[115.941, 28.690933333333334, '2021-09-09 10:44:00'], [115.93936666666669, 28.69063333333333, '2021-09-09 10:44:15'], [115.93811666666667, 28.69053333333333, '2021-09-09 10:44:30'], [115.93676666666668, 28.690566666666665, '2021-09-09 10:44:45'], [115.9367, 28.690566666666665, '2021-09-09 10:45:00']]",2021-09-09 10:44:00,2021-09-09 10:45:00
105561,300975,"[[115.93483333333332, 28.690616666666667, '2021-09-09 10:46:15'], [115.93473333333333, 28.6906, '2021-09-09 10:46:30']]",2021-09-09 10:46:15,2021-09-09 10:46:30
135726,300975,"[[115.92025, 28.6916, '2021-09-09 10:49:30'], [115.91986666666666, 28.69161666666667, '2021-09-09 10:49:45'], [115.91913333333332, 28.691566666666667, '2021-09-09 10:50:00'], [115.91765, 28.69153333333333, '2021-09-09 10:50:15'], [115.91603333333332, 28.6915, '2021-09-09 10:50:30']]",2021-09-09 10:49:30,2021-09-09 10:50:30
