stationId,carId,path,start_date_time,end_date_time
144729,502659,"[[115.76275, 28.5956, '2021-09-08 17:10:15'], [115.76313333333331, 28.595066666666668, '2021-09-08 17:10:30']]",2021-09-08 17:10:15,2021-09-08 17:10:30
144728,502659,"[[115.76275, 28.5956, '2021-09-08 17:10:15'], [115.76313333333331, 28.595066666666668, '2021-09-08 17:10:30']]",2021-09-08 17:10:15,2021-09-08 17:10:30
144727,502659,"[[115.7642, 28.593633333333333, '2021-09-08 17:11:30'], [115.7642, 28.593633333333333, '2021-09-08 17:11:45'], [115.7642, 28.593633333333333, '2021-09-08 17:12:00'], [115.7642, 28.593633333333333, '2021-09-08 17:12:15'], [115.7642, 28.593633333333333, '2021-09-08 17:12:30'], [115.7642, 28.593633333333333, '2021-09-08 17:12:45'], [115.7642, 28.593633333333333, '2021-09-08 17:13:00'], [115.7642, 28.593633333333333, '2021-09-08 17:13:15'], [115.7642, 28.593633333333333, '2021-09-08 17:13:30'], [115.7642, 28.593633333333333, '2021-09-08 17:13:45'], [115.7642, 28.593633333333333, '2021-09-08 17:14:00'], [115.7642, 28.593633333333333, '2021-09-08 17:14:15'], [115.7642, 28.593633333333333, '2021-09-08 17:14:30'], [115.7642, 28.593633333333333, '2021-09-08 17:14:45'], [115.7642, 28.593633333333333, '2021-09-08 17:15:00'], [115.75651666666668, 28.5994, '2021-09-08 17:15:15'], [115.75605, 28.599916666666665, '2021-09-08 17:15:30']]",2021-09-08 17:11:30,2021-09-08 17:15:30
144030,502659,"[[115.74508333333333, 28.621266666666667, '2021-09-08 17:23:30'], [115.74508333333333, 28.622633333333333, '2021-09-08 17:23:45']]",2021-09-08 17:23:30,2021-09-08 17:23:45
144031,502659,"[[115.74305, 28.63061666666667, '2021-09-08 17:25:00'], [115.74235, 28.631733333333333, '2021-09-08 17:25:15']]",2021-09-08 17:25:00,2021-09-08 17:25:15
137253,502659,"[[115.74081666666666, 28.6338, '2021-09-08 17:25:45'], [115.74031666666669, 28.634366666666665, '2021-09-08 17:26:00']]",2021-09-08 17:25:45,2021-09-08 17:26:00
144725,502659,"[[115.73913333333331, 28.63575, '2021-09-08 17:26:45'], [115.73888333333332, 28.6361, '2021-09-08 17:27:00']]",2021-09-08 17:26:45,2021-09-08 17:27:00
100767,502659,"[[115.77766666666666, 28.659816666666668, '2021-09-08 17:42:00'], [115.77766666666666, 28.659816666666668, '2021-09-08 17:42:15'], [115.78006666666668, 28.66093333333333, '2021-09-08 17:42:30'], [115.78123333333332, 28.66145, '2021-09-08 17:42:45'], [115.78236666666666, 28.661966666666668, '2021-09-08 17:43:00'], [115.78335, 28.662433333333333, '2021-09-08 17:43:15'], [115.78478333333334, 28.663266666666665, '2021-09-08 17:43:30']]",2021-09-08 17:42:00,2021-09-08 17:43:30
101924,502659,"[[115.78516666666668, 28.66358333333333, '2021-09-08 17:44:00'], [115.78563333333334, 28.66408333333333, '2021-09-08 17:44:15']]",2021-09-08 17:44:00,2021-09-08 17:44:15
100792,502659,"[[115.79253333333334, 28.6714, '2021-09-08 17:47:45'], [115.7935, 28.672366666666665, '2021-09-08 17:48:00'], [115.79538333333332, 28.673783333333333, '2021-09-08 17:48:15'], [115.79573333333332, 28.674016666666667, '2021-09-08 17:48:30'], [115.79638333333334, 28.674533333333333, '2021-09-08 17:48:45'], [115.79683333333334, 28.674883333333334, '2021-09-08 17:49:00']]",2021-09-08 17:47:45,2021-09-08 17:49:00
