stationId,carId,path,start_date_time,end_date_time
120011,208735,"[[115.91128333333332, 28.667283333333334, '2021-09-10 17:09:15'], [115.91055, 28.66723333333333, '2021-09-10 17:09:30']]",2021-09-10 17:09:15,2021-09-10 17:09:30
117743,208735,"[[115.90051666666666, 28.665916666666668, '2021-09-10 17:14:45'], [115.90036666666668, 28.66593333333333, '2021-09-10 17:15:00']]",2021-09-10 17:14:45,2021-09-10 17:15:00
103138,208735,"[[115.89326666666666, 28.665116666666663, '2021-09-10 17:21:45'], [115.89326666666666, 28.665116666666663, '2021-09-10 17:22:00'], [115.89326666666666, 28.665116666666663, '2021-09-10 17:22:15'], [115.89293333333332, 28.66478333333333, '2021-09-10 17:22:30'], [115.8924, 28.66445, '2021-09-10 17:22:45']]",2021-09-10 17:21:45,2021-09-10 17:22:45
102699,208735,"[[115.8898, 28.664683333333333, '2021-09-10 17:23:30'], [115.88978333333333, 28.6647, '2021-09-10 17:23:45']]",2021-09-10 17:23:30,2021-09-10 17:23:45
102672,208735,"[[115.88798333333334, 28.667066666666667, '2021-09-10 17:24:45'], [115.8876, 28.66753333333333, '2021-09-10 17:25:00']]",2021-09-10 17:24:45,2021-09-10 17:25:00
102701,208735,"[[115.88541666666669, 28.66925, '2021-09-10 17:25:45'], [115.88541666666669, 28.66925, '2021-09-10 17:26:00']]",2021-09-10 17:25:45,2021-09-10 17:26:00
106593,208735,"[[115.88191666666668, 28.673066666666667, '2021-09-10 17:28:00'], [115.88261666666666, 28.67345, '2021-09-10 17:28:15']]",2021-09-10 17:28:00,2021-09-10 17:28:15
102670,208735,"[[115.88323333333334, 28.67393333333333, '2021-09-10 17:29:15'], [115.88323333333334, 28.67393333333333, '2021-09-10 17:29:30']]",2021-09-10 17:29:15,2021-09-10 17:29:30
108551,208735,"[[115.8815, 28.676683333333333, '2021-09-10 17:34:15'], [115.88096666666668, 28.67713333333333, '2021-09-10 17:34:30']]",2021-09-10 17:34:15,2021-09-10 17:34:30
124673,208735,"[[115.88003333333332, 28.678316666666667, '2021-09-10 17:35:15'], [115.88003333333332, 28.678316666666667, '2021-09-10 17:35:30']]",2021-09-10 17:35:15,2021-09-10 17:35:30
121137,208735,"[[115.87965, 28.678733333333334, '2021-09-10 17:35:45'], [115.8793, 28.6791, '2021-09-10 17:36:00'], [115.8793, 28.6791, '2021-09-10 17:36:15']]",2021-09-10 17:35:45,2021-09-10 17:36:15
104928,208735,"[[115.88258333333332, 28.680816666666665, '2021-09-10 17:40:30'], [115.88258333333332, 28.680816666666665, '2021-09-10 17:40:45']]",2021-09-10 17:40:30,2021-09-10 17:40:45
121133,208735,"[[115.88628333333334, 28.682116666666666, '2021-09-10 17:47:00'], [115.88618333333334, 28.683116666666667, '2021-09-10 17:47:15']]",2021-09-10 17:47:00,2021-09-10 17:47:15
121132,208735,"[[115.886, 28.685116666666666, '2021-09-10 17:47:30'], [115.886, 28.685116666666666, '2021-09-10 17:47:45'], [115.88591666666666, 28.68573333333333, '2021-09-10 17:48:00'], [115.8859, 28.6858, '2021-09-10 17:48:15'], [115.88576666666668, 28.686216666666667, '2021-09-10 17:48:30'], [115.88555, 28.687116666666668, '2021-09-10 17:48:45']]",2021-09-10 17:47:30,2021-09-10 17:48:45
108503,208735,"[[115.88738333333332, 28.687966666666668, '2021-09-10 17:51:30'], [115.8881, 28.68808333333333, '2021-09-10 17:51:45']]",2021-09-10 17:51:30,2021-09-10 17:51:45
120011,208769,"[[115.91111666666669, 28.66725, '2021-09-12 19:00:45'], [115.91026666666669, 28.66725, '2021-09-12 19:01:00']]",2021-09-12 19:00:45,2021-09-12 19:01:00
117743,208769,"[[115.90023333333332, 28.66593333333333, '2021-09-12 19:05:45'], [115.8999, 28.66593333333333, '2021-09-12 19:06:00']]",2021-09-12 19:05:45,2021-09-12 19:06:00
103138,208769,"[[115.89235, 28.66443333333333, '2021-09-12 19:08:45'], [115.8913, 28.66385, '2021-09-12 19:09:00']]",2021-09-12 19:08:45,2021-09-12 19:09:00
102699,208769,"[[115.88981666666666, 28.66463333333333, '2021-09-12 19:10:00'], [115.88981666666666, 28.66463333333333, '2021-09-12 19:10:15']]",2021-09-12 19:10:00,2021-09-12 19:10:15
102672,208769,"[[115.88798333333334, 28.66703333333333, '2021-09-12 19:11:00'], [115.88783333333332, 28.66723333333333, '2021-09-12 19:11:15']]",2021-09-12 19:11:00,2021-09-12 19:11:15
102701,208769,"[[115.88546666666667, 28.6692, '2021-09-12 19:12:00'], [115.88496666666668, 28.669516666666667, '2021-09-12 19:12:15']]",2021-09-12 19:12:00,2021-09-12 19:12:15
106593,208769,"[[115.88198333333334, 28.672316666666667, '2021-09-12 19:14:00'], [115.88165, 28.67275, '2021-09-12 19:14:15'], [115.882, 28.673066666666667, '2021-09-12 19:14:30'], [115.88255, 28.6734, '2021-09-12 19:14:45']]",2021-09-12 19:14:00,2021-09-12 19:14:45
102670,208769,"[[115.88305, 28.6738, '2021-09-12 19:15:30'], [115.88305, 28.6738, '2021-09-12 19:15:45']]",2021-09-12 19:15:30,2021-09-12 19:15:45
108551,208769,"[[115.882, 28.6763, '2021-09-12 19:17:30'], [115.8815, 28.676666666666662, '2021-09-12 19:17:45'], [115.88131666666666, 28.67685, '2021-09-12 19:18:00']]",2021-09-12 19:17:30,2021-09-12 19:18:00
124673,208769,"[[115.8801, 28.67823333333333, '2021-09-12 19:19:00'], [115.8801, 28.67823333333333, '2021-09-12 19:19:15']]",2021-09-12 19:19:00,2021-09-12 19:19:15
121137,208769,"[[115.87936666666668, 28.67908333333333, '2021-09-12 19:19:45'], [115.87893333333334, 28.679516666666668, '2021-09-12 19:20:00']]",2021-09-12 19:19:45,2021-09-12 19:20:00
104928,208769,"[[115.88243333333334, 28.6808, '2021-09-12 19:22:15'], [115.88293333333333, 28.68085, '2021-09-12 19:22:30']]",2021-09-12 19:22:15,2021-09-12 19:22:30
121133,208769,"[[115.88638333333331, 28.68163333333333, '2021-09-12 19:25:30'], [115.88616666666668, 28.683216666666667, '2021-09-12 19:25:45'], [115.88613333333332, 28.683733333333333, '2021-09-12 19:26:00'], [115.88613333333332, 28.683733333333333, '2021-09-12 19:26:15']]",2021-09-12 19:25:30,2021-09-12 19:26:15
121132,208769,"[[115.88591666666666, 28.68573333333333, '2021-09-12 19:27:00'], [115.88588333333334, 28.685816666666668, '2021-09-12 19:27:15'], [115.88571666666668, 28.68645, '2021-09-12 19:27:30'], [115.88561666666666, 28.686916666666665, '2021-09-12 19:27:45']]",2021-09-12 19:27:00,2021-09-12 19:27:45
108503,208769,"[[115.88965, 28.688233333333333, '2021-09-12 19:29:45'], [115.88965, 28.688216666666666, '2021-09-12 19:30:00']]",2021-09-12 19:29:45,2021-09-12 19:30:00
120011,208769,"[[115.91066666666669, 28.66725, '2021-09-13 11:02:00'], [115.91066666666669, 28.66725, '2021-09-13 11:02:15']]",2021-09-13 11:02:00,2021-09-13 11:02:15
117743,208769,"[[115.90043333333334, 28.66593333333333, '2021-09-13 11:06:30'], [115.90023333333332, 28.66593333333333, '2021-09-13 11:06:45']]",2021-09-13 11:06:30,2021-09-13 11:06:45
103138,208769,"[[115.89345, 28.6653, '2021-09-13 11:10:30'], [115.89345, 28.6653, '2021-09-13 11:10:45'], [115.89243333333332, 28.6646, '2021-09-13 11:11:00'], [115.89191666666666, 28.66423333333333, '2021-09-13 11:11:15']]",2021-09-13 11:10:30,2021-09-13 11:11:15
