stationId,carId,path,start_date_time,end_date_time
120011,181715,"[[115.91123333333331, 28.66725, '2021-09-08 17:08:15'], [115.91045, 28.66723333333333, '2021-09-08 17:08:30']]",2021-09-08 17:08:15,2021-09-08 17:08:30
143668,181715,"[[115.9081, 28.667366666666663, '2021-09-08 17:09:30'], [115.90748333333332, 28.667416666666668, '2021-09-08 17:09:45']]",2021-09-08 17:09:30,2021-09-08 17:09:45
134930,181715,"[[115.90541666666668, 28.662116666666662, '2021-09-08 17:15:00'], [115.90546666666668, 28.66165, '2021-09-08 17:15:15']]",2021-09-08 17:15:00,2021-09-08 17:15:15
140230,181715,"[[115.9055, 28.66105, '2021-09-08 17:15:30'], [115.90556666666669, 28.659966666666666, '2021-09-08 17:15:45']]",2021-09-08 17:15:30,2021-09-08 17:15:45
117904,181715,"[[115.90565, 28.659416666666665, '2021-09-08 17:16:30'], [115.9057, 28.65898333333333, '2021-09-08 17:16:45']]",2021-09-08 17:16:30,2021-09-08 17:16:45
133779,181715,"[[115.9063, 28.65445, '2021-09-08 17:19:00'], [115.90641666666669, 28.653616666666668, '2021-09-08 17:19:15'], [115.90653333333331, 28.6526, '2021-09-08 17:19:30']]",2021-09-08 17:19:00,2021-09-08 17:19:30
140228,181715,"[[115.90693333333331, 28.6504, '2021-09-08 17:20:15'], [115.90706666666668, 28.649216666666668, '2021-09-08 17:20:30']]",2021-09-08 17:20:15,2021-09-08 17:20:30
133780,181715,"[[115.90706666666668, 28.649216666666668, '2021-09-08 17:20:30'], [115.90721666666668, 28.648016666666667, '2021-09-08 17:20:45']]",2021-09-08 17:20:30,2021-09-08 17:20:45
116585,181715,"[[115.90735, 28.6468, '2021-09-08 17:21:00'], [115.90751666666668, 28.645616666666665, '2021-09-08 17:21:15']]",2021-09-08 17:21:00,2021-09-08 17:21:15
140227,181715,"[[115.90751666666668, 28.645616666666665, '2021-09-08 17:21:15'], [115.90763333333334, 28.6445, '2021-09-08 17:21:30']]",2021-09-08 17:21:15,2021-09-08 17:21:30
122209,181715,"[[115.90738333333331, 28.63918333333333, '2021-09-08 17:23:00'], [115.90738333333331, 28.63918333333333, '2021-09-08 17:23:15']]",2021-09-08 17:23:00,2021-09-08 17:23:15
139110,181715,"[[115.90216666666667, 28.633016666666663, '2021-09-08 17:28:15'], [115.90223333333331, 28.63211666666667, '2021-09-08 17:28:30'], [115.9023, 28.631166666666665, '2021-09-08 17:28:45']]",2021-09-08 17:28:15,2021-09-08 17:28:45
139111,181715,"[[115.90236666666668, 28.630033333333333, '2021-09-08 17:29:15'], [115.9024, 28.62911666666667, '2021-09-08 17:29:30'], [115.90243333333332, 28.627883333333333, '2021-09-08 17:29:45'], [115.90245, 28.627416666666665, '2021-09-08 17:30:00'], [115.90245, 28.627416666666665, '2021-09-08 17:30:15']]",2021-09-08 17:29:15,2021-09-08 17:30:15
122184,181715,"[[115.89988333333334, 28.62388333333333, '2021-09-08 17:31:30'], [115.89825, 28.62388333333333, '2021-09-08 17:31:45']]",2021-09-08 17:31:30,2021-09-08 17:31:45
122182,181715,"[[115.89418333333332, 28.61463333333333, '2021-09-08 17:35:30'], [115.89415, 28.6135, '2021-09-08 17:35:45'], [115.89415, 28.613233333333334, '2021-09-08 17:36:00'], [115.89415, 28.613233333333334, '2021-09-08 17:36:15'], [115.89415, 28.613233333333334, '2021-09-08 17:36:30'], [115.89415, 28.613233333333334, '2021-09-08 17:36:45']]",2021-09-08 17:35:30,2021-09-08 17:36:45
134083,181715,"[[115.89403333333334, 28.61148333333333, '2021-09-08 17:37:30'], [115.89361666666667, 28.6104, '2021-09-08 17:37:45']]",2021-09-08 17:37:30,2021-09-08 17:37:45
135218,181715,"[[115.89113333333331, 28.601816666666668, '2021-09-08 17:41:00'], [115.89091666666668, 28.600716666666667, '2021-09-08 17:41:15']]",2021-09-08 17:41:00,2021-09-08 17:41:15
136268,181715,"[[115.8903, 28.598266666666667, '2021-09-08 17:42:00'], [115.8903, 28.598266666666667, '2021-09-08 17:42:15'], [115.89011666666669, 28.597283333333333, '2021-09-08 17:42:30'], [115.89, 28.596816666666665, '2021-09-08 17:42:45']]",2021-09-08 17:42:00,2021-09-08 17:42:45
113181,181715,"[[115.8895, 28.594616666666667, '2021-09-08 17:43:45'], [115.88941666666666, 28.59433333333333, '2021-09-08 17:44:00'], [115.88941666666666, 28.59433333333333, '2021-09-08 17:44:15'], [115.88916666666668, 28.59318333333333, '2021-09-08 17:44:30'], [115.88916666666668, 28.59318333333333, '2021-09-08 17:44:45']]",2021-09-08 17:43:45,2021-09-08 17:44:45
113182,181715,"[[115.88868333333332, 28.591316666666668, '2021-09-08 17:45:45'], [115.88863333333332, 28.591183333333333, '2021-09-08 17:46:00']]",2021-09-08 17:45:45,2021-09-08 17:46:00
111296,181715,"[[115.8858, 28.58878333333333, '2021-09-08 17:48:45'], [115.88481666666668, 28.58878333333333, '2021-09-08 17:49:00']]",2021-09-08 17:48:45,2021-09-08 17:49:00
111295,181715,"[[115.87885, 28.5888, '2021-09-08 17:50:30'], [115.87741666666666, 28.588816666666663, '2021-09-08 17:50:45']]",2021-09-08 17:50:30,2021-09-08 17:50:45
143232,181715,"[[115.877, 28.59326666666667, '2021-09-08 18:02:45'], [115.87635, 28.59273333333333, '2021-09-08 18:03:00'], [115.87473333333334, 28.592716666666668, '2021-09-08 18:03:15'], [115.87305, 28.5927, '2021-09-08 18:03:30'], [115.87256666666669, 28.5927, '2021-09-08 18:03:45']]",2021-09-08 18:02:45,2021-09-08 18:03:45
143233,181715,"[[115.86666666666666, 28.592716666666668, '2021-09-08 18:05:15'], [115.86533333333334, 28.592716666666668, '2021-09-08 18:05:30'], [115.86473333333332, 28.59273333333333, '2021-09-08 18:05:45']]",2021-09-08 18:05:15,2021-09-08 18:05:45
122281,181715,"[[115.85528333333332, 28.592666666666663, '2021-09-08 18:09:15'], [115.85635, 28.59265, '2021-09-08 18:09:30']]",2021-09-08 18:09:15,2021-09-08 18:09:30
113020,181715,"[[115.86611666666668, 28.58285, '2021-09-08 18:15:30'], [115.86758333333331, 28.582733333333334, '2021-09-08 18:15:45'], [115.86895, 28.58265, '2021-09-08 18:16:00'], [115.86973333333331, 28.58258333333333, '2021-09-08 18:16:15']]",2021-09-08 18:15:30,2021-09-08 18:16:15
108479,181715,"[[115.87701666666666, 28.582116666666668, '2021-09-08 18:18:00'], [115.87893333333334, 28.581966666666663, '2021-09-08 18:18:15']]",2021-09-08 18:18:00,2021-09-08 18:18:15
127495,181715,"[[115.87998333333331, 28.576016666666668, '2021-09-08 18:20:00'], [115.87986666666669, 28.575433333333333, '2021-09-08 18:20:15']]",2021-09-08 18:20:00,2021-09-08 18:20:15
134901,181715,"[[115.87611666666666, 28.5733, '2021-09-08 18:21:45'], [115.87481666666666, 28.57328333333333, '2021-09-08 18:22:00']]",2021-09-08 18:21:45,2021-09-08 18:22:00
122228,181715,"[[115.87385, 28.57043333333333, '2021-09-08 18:24:00'], [115.87375, 28.5692, '2021-09-08 18:24:15']]",2021-09-08 18:24:00,2021-09-08 18:24:15
122230,181715,"[[115.87313333333331, 28.56055, '2021-09-08 18:25:45'], [115.87303333333334, 28.5594, '2021-09-08 18:26:00']]",2021-09-08 18:25:45,2021-09-08 18:26:00
122231,181715,"[[115.87245, 28.5556, '2021-09-08 18:28:00'], [115.87233333333332, 28.5559, '2021-09-08 18:28:15']]",2021-09-08 18:28:00,2021-09-08 18:28:15
120011,181715,"[[115.91106666666668, 28.66723333333333, '2021-09-10 06:32:00'], [115.91021666666668, 28.66723333333333, '2021-09-10 06:32:15']]",2021-09-10 06:32:00,2021-09-10 06:32:15
143668,181715,"[[115.90823333333331, 28.66733333333333, '2021-09-10 06:32:45'], [115.9073, 28.6674, '2021-09-10 06:33:00']]",2021-09-10 06:32:45,2021-09-10 06:33:00
