station_id,station_name,lng,lat
136030,京安路艾溪湖南路口,115.968231,28.672458
113172,京山北路,115.901767,28.647467
134927,京山北路北口,115.899952,28.650934
139108,京山北路口,115.901716,28.643343
122182,京山南路口,115.894311,28.614198
133024,京山新街中段,115.904889,28.637433
112901,京山新街北口,115.90827374,28.6387937
102663,人民公园,115.910272,28.677364
103216,人民公园北门,115.907210665151,28.6865447356161
114991,人民大道东口,116.253974,28.378521
115195,人民大道中口,116.243118,28.378107
114990,人民大道滨湖大道口,116.257506,28.379173
144209,人民街,115.566866,28.735831
108972,仁参墩,116.130377,28.776204
121363,付家,115.641814493845,28.3547039958192
140197,付家嘴,115.889505,28.312418
144526,付家村,116.055912,28.497469
111233,付家路口,116.041071,28.501407
114327,仙里土库村,115.830377,28.878285
114330,仙里村,115.826072,28.884845
113406,仪器厂,115.855465,28.746736
108231,任家村,115.675767,28.660789
115811,伍家山,116.047959,28.996371
108453,会展路,115.850462559166,28.691648966643
107333,伟星纺织,115.582095247983,28.8523190370444
134439,但家,116.020398,28.669599
123377,佐家寨,116.221581,28.443775
109732,佑民寺,115.892729301741,28.685960726697
102660,体育公园,115.921643,28.683596
115376,体育公园,116.264202982844,28.366330332482
108288,体育公园北,115.923655853088,28.6864663505254
138869,体育馆社区居委会,115.931375,28.540154
112405,何坊西路,115.9044806497,28.6395238979946
144672,何坊西路口,115.901652,28.640548
113299,何坊西路西口,115.900545,28.639733
124303,何家,116.347691,28.666009
140226,何家坊,115.912699,28.629773
139232,余南村,115.95099,28.399861
106322,余家村,116.009396,28.689933
143509,佛塔幸福家园南,115.95343,28.614934
121889,佛塔派出所,115.964978,28.642211
144455,佛塔街,115.941232,28.616074
144454,佛塔路金鹰路口,115.937853,28.620376
117235,供电所,115.907751718268,28.7330528143058
143677,保利东湾,115.968016,28.729545
142443,保税五路口,115.936646,28.836299
143896,信达航科,115.614674,28.886625
143599,修贤运动场,115.804902,28.667341
112721,傲上村,116.085469,28.305766
118076,儒乐湖大街立交西,115.935265,28.819565
102588,儿童医院,115.890834,28.691776
109543,兆丰新农村,116.216167,28.722435
114333,先锋学院,115.808687,28.8915
107254,先锋软件学院,115.809574097097,28.9059556744762
106321,光明小学,116.008371,28.686349
121239,光明村,115.909433,29.003746
117044,八一乡中学,115.94456,28.560283
140256,八一乡桥头,115.939859,28.556312
104930,八一公园,115.890668,28.683805
109713,八一公园东门,115.89416,28.680977
112339,八一大桥,115.879362,28.691726
108280,八一大道永叔路口,115.90053247132018,28.67025907240057
102666,八一广场东,115.902268,28.677419
2435,八一广场北,115.898651,28.680492
108281,八一广场南,115.898901673767,28.6731657893557
142485,八一桥,115.885336,28.691293
143859,八一馆地铁站,115.886473,28.68029
140210,八二八,115.93463,28.5082
112895,八大山人梅湖景区东,115.916681586885,28.6084855269263
108469,八月湖路,115.848390843037,28.6065590658468
143331,八月湖路东口,115.88838,28.602522
143327,八月湖路东新二路口,115.86001,28.605332
135218,八月湖路口,115.891017,28.601483
108466,八月湖路西口,115.835900496521,28.6083501881854
117743,公交保育院,115.900582,28.665854
145080,公交创新二路北停车场,115.994268,28.679893
140379,公交华南城停车场,115.770391,28.64642
113996,公交塘子河首末站,115.880702,28.690605
104478,公交宿舍,115.92941,28.625327
111381,公交振铃南路首末站,115.86144948218129,28.52126374032924
121007,公交文化大道停车场,115.814048,28.699959
143240,公交新洪城大市场公交首末站北,115.843182,28.612736
143239,公交新洪城大市场公交首末站西,115.839253,28.610411
135082,公交新洪城大市场首末站北,115.841862,28.613077
144579,公交新洪城大市场首末站西,115.840022,28.611517
115950,公交昌北停车场,115.826207,28.725827
129031,公交昌北停车场,115.808244,28.699762
129040,公交昌北停车场,115.815947,28.683312
142597,公交汽修厂,115.889785,28.657255
145919,公交河洲路停车场,115.829019,28.578252
132295,公交瑶湖西停车场,116.033048,28.674999
107256,公交运输集团,115.859015,28.706309
115165,公交进贤停车场,116.246768,28.365821
112330,公交集团,115.865264,28.701047
102565,公交驾校,115.953454,28.714336
143308,公交驾校西,115.95282,28.713492
140980,公交高新停车场,115.967926,28.698318
116572,公园路口,115.941116,28.539792
135412,公安小区,115.881436,28.66354
101925,公安施救中心,115.774198471637,28.6583505220193
112915,公安直属公司,115.908522158175,28.6371975571562
122209,公安直属分局北,115.907378,28.639622
101179,公安红谷滩分局,115.856632954863,28.7013599120968
108925,六房,116.002889,28.79581
111328,六眼井,115.888504,28.674434
108838,六纬路口,116.14073,28.900122
135077,兰宫路中段,115.842395,28.629203
106575,兰宫路南口,115.842155,28.62664
102020,兰溪村路口,115.653743,28.374038
137526,关山村,115.593762,28.507336
144952,兴业一路望北大道口,115.721377,28.649186
137260,兴业一路科发路口,115.715882,28.642232
108218,兴业中大道口,115.726243,28.64306
144951,兴业中大道物华路口,115.733229,28.646426
137258,兴业中大道璜溪大道口,115.725328,28.641186
144955,兴业中大道科发路口,115.722507,28.639298
108219,兴业二路口,115.721833,28.646141
134806,兴农村,115.877057,28.38667
139152,兴向大道解放二路口,115.957287,28.430166
139150,兴向大道铸剑路口,115.946703,28.428198
102152,兴国路,115.8063,28.686564
129050,兴国路,115.823862,28.720011
142132,兴杨村,115.801082,29.057373
111702,内湖村口,115.890348,28.476484
124043,冈上中学,115.871248,28.419401
120587,冈上交管站,115.858319475388,28.4164834504186
120589,冈上供电所,115.869568040616,28.4193268291702
121752,冈上肖家,116.142268139695,28.6722529926386
120588,冈上镇政府,115.862842147928,28.4188891227853
107568,军博园,115.763331586655,28.5694777895076
107567,军博园停车场,115.76006,28.56422
113819,军山中心小学,115.765103,29.151502
124300,军山湖,116.305481,28.630297
124301,军山湖公路管理处,116.32038,28.635194
115202,军湖路,116.259996,28.37245
114988,军湖路北口,116.263757,28.377337
134584,军隆地产,115.832406,28.93982
103536,农大东区,115.849991,28.754763
142687,农大生态园,115.836988,28.760849
106752,农大生活区,115.833524,28.761739
109142,农机站,115.98846,28.619908
138705,农科路莲西路口,115.915019,28.564098
103739,冠山路南口,115.853455000826,28.7733145561851
103740,冠山路口,115.851666070567,28.7770216943148
133584,冶建,116.20604,28.599358
119288,凉伞树路北口,115.858046,28.639838
114211,凌波路,115.82288164675,28.7048434042346
107459,凤凰东路口,115.598292523561,28.8623876910442
102439,凤凰中大道,115.840025059098,28.6878077106838
102438,凤凰中大道北口,115.843135169766,28.693032124852
100318,凤凰中大道商都路口,115.84255,28.691414
102220,凤凰中大道怡园路口,115.838887545577,28.6852987404704
101056,凤凰中大道绿茵路口,115.850880097369,28.6996338640371
100315,凤凰中大道翠苑路口,115.835305,28.679299
118082,凤凰中大道翠苑路口南,115.834182,28.677406
102433,凤凰北大道口,115.863686293201,28.7078478073162
144212,凤凰南大道南口,115.824786,28.659774
119295,凤凰南大道学府大道口,115.82705,28.664633
117891,凤凰大道岭口路口,115.829836,28.669483
101062,凤凰家园南区,115.870617914232,28.7202164672482
112707,凤凰村村口,116.009869,28.369917
112783,凤凰村路口,116.010459358483,28.3690397744422
112781,凤凰沟风景区,116.006380857793,28.3804388325068
123904,凤凰洲市民公园,115.872674,28.699831
107462,凤凰花园,115.582483139568,28.8490102008039
140612,凤凰花园东区北门,115.877521,28.724847
101063,凤凰花园西区南门,115.871707339189,28.7211160074049
118286,凤凰街,116.255235,28.371447
143905,凤凰西路,115.581484,28.858676
107461,凤凰西路口,115.584503887898,28.8585358066948
109596,凤岗刘家北,116.105894978773,28.4952075177116
131601,凤岗刘家南,116.107235,28.489934
109598,凤岗庙下村,116.107633095703,28.4838826361463
137531,凤岗村,115.572557,28.479319
113947,凤岗龚李村,116.104565171427,28.4759633159398
117287,凯旋湾,115.721535,28.706133
116550,刘家,115.960398,28.300669
117061,刘家,116.011236,28.578187
120683,刘家,116.141166,28.810715
122026,刘家自然村,116.133735,28.565691
109577,刘郑村,116.125717240104,28.5327381620565
131772,创业大道,116.249652,28.344032
131767,创业大道中段,116.260517,28.341928
107463,创业街口,115.578501076682,28.8466678386995
123409,创新一路北口,116.00365,28.709144
141113,创新一路紫阳大道口南,115.987437,28.675576
141116,创新一路艾溪湖一路口北,115.992264,28.687264
145079,创新一路艾溪湖一路口南,115.990505,28.682937
141118,创新一路艾溪湖二路口北,115.995575,28.695296
141117,创新一路艾溪湖二路口南,115.99356,28.690469
141112,创新一路艾溪湖南路口,115.986247,28.672761
141111,创新一路艾溪湖南路口南,115.985332,28.670592
124705,创新一路艾溪湖四路口,116.001745,28.706028
123411,创新一路艾溪湖四路口南,115.99832,28.700654
135056,创新二路停车场,115.991598,28.677776
134856,创新二路紫阳大道口南,115.992372,28.676093
124628,创新二路艾溪湖一路口北,115.99794,28.684985
124625,创新二路艾溪湖三路口,116.002875,28.698634
124626,创新二路艾溪湖二路口北,116.001545,28.694643
124627,创新二路艾溪湖二路口南,115.999285,28.688553
124623,创新二路艾溪湖南路口南,116.00741,28.710269
124632,创新二路艾溪湖南路口南,115.99095,28.668917
124624,创新二路艾溪湖四路口,116.0047,28.703816
106333,创新大道瑶湖西五路口,116.030112,28.72828
106319,创新大道紫阳大道口,116.00623,28.678894
145180,创新大道艾溪湖北路口,116.017612,28.707814
106327,创新大道艾溪湖北路口南,116.015537,28.7039
134283,创新大道艾溪湖四路口,116.013739,28.700008
127356,利博园（经开区中小企业园）,115.893548,28.792171
135083,利用村,115.838989,28.584216
111236,前坊,116.041061,28.489942
141130,前坊客运站,116.226549,28.523572
102423,前坊村,115.734908396341,28.4912611847283
112724,前坊村,116.091589,28.282427
105396,前洲村,115.917479,28.730434
143610,前湖南院商业街,115.78737,28.649335
143613,前湖南院第一教学楼,115.791211,28.646343
143615,前湖南院第二教学楼,115.791841,28.649496
107125,前湖大道北口,115.812949,28.663188
143616,前湖幼儿园,115.791385,28.654499
117034,前湖校区,115.807241,28.661685
100528,前湖迎宾馆,115.802056915461,28.6599877812247
