stationId,carId,path,start_date_time,end_date_time
102425,181707,"[[115.72318333333334, 28.480283333333333, '2021-09-09 07:50:30'], [115.72311666666668, 28.480733333333333, '2021-09-09 07:50:45']]",2021-09-09 07:50:30,2021-09-09 07:50:45
102422,181707,"[[115.74256666666666, 28.497416666666663, '2021-09-09 07:55:30'], [115.74353333333332, 28.49835, '2021-09-09 07:55:45']]",2021-09-09 07:55:30,2021-09-09 07:55:45
102420,181707,"[[115.7551, 28.5046, '2021-09-09 07:59:00'], [115.7551, 28.5046, '2021-09-09 07:59:15']]",2021-09-09 07:59:00,2021-09-09 07:59:15
129039,181707,"[[115.80798333333334, 28.68326666666667, '2021-09-09 08:28:45'], [115.80831666666668, 28.68403333333333, '2021-09-09 08:29:00'], [115.80798333333334, 28.684366666666666, '2021-09-09 08:29:15'], [115.80798333333334, 28.684366666666666, '2021-09-09 08:29:30']]",2021-09-09 08:28:45,2021-09-09 08:29:30
102425,181707,"[[115.72343333333332, 28.48095, '2021-09-10 11:04:30'], [115.72448333333334, 28.48165, '2021-09-10 11:04:45']]",2021-09-10 11:04:30,2021-09-10 11:04:45
102422,181707,"[[115.7423, 28.497166666666665, '2021-09-10 11:08:30'], [115.74333333333334, 28.49815, '2021-09-10 11:08:45']]",2021-09-10 11:08:30,2021-09-10 11:08:45
102420,181707,"[[115.7551, 28.5046, '2021-09-10 11:11:15'], [115.7551, 28.5046, '2021-09-10 11:11:30']]",2021-09-10 11:11:15,2021-09-10 11:11:30
129039,181707,"[[115.80815, 28.68338333333333, '2021-09-10 11:37:15'], [115.80815, 28.68338333333333, '2021-09-10 11:37:30'], [115.80828333333334, 28.684083333333334, '2021-09-10 11:37:45'], [115.808, 28.684366666666666, '2021-09-10 11:38:00'], [115.808, 28.684366666666666, '2021-09-10 11:38:15']]",2021-09-10 11:37:15,2021-09-10 11:38:15
102425,181707,"[[115.72321666666669, 28.48015, '2021-09-10 14:14:15'], [115.72321666666669, 28.48015, '2021-09-10 14:14:30']]",2021-09-10 14:14:15,2021-09-10 14:14:30
102422,181707,"[[115.7421, 28.496983333333333, '2021-09-10 14:19:00'], [115.74255, 28.497416666666663, '2021-09-10 14:19:15']]",2021-09-10 14:19:00,2021-09-10 14:19:15
102420,181707,"[[115.75508333333332, 28.504616666666667, '2021-09-10 14:22:00'], [115.75508333333332, 28.504616666666667, '2021-09-10 14:22:15']]",2021-09-10 14:22:00,2021-09-10 14:22:15
129039,181707,"[[115.8083, 28.684083333333334, '2021-09-10 14:48:15'], [115.80808333333331, 28.6843, '2021-09-10 14:48:30']]",2021-09-10 14:48:15,2021-09-10 14:48:30
102425,181707,"[[115.72318333333334, 28.4803, '2021-09-10 17:24:15'], [115.72335, 28.480916666666666, '2021-09-10 17:24:30']]",2021-09-10 17:24:15,2021-09-10 17:24:30
102422,181707,"[[115.7417, 28.496616666666668, '2021-09-10 17:28:45'], [115.7417, 28.496616666666668, '2021-09-10 17:29:00'], [115.74255, 28.497433333333333, '2021-09-10 17:29:15']]",2021-09-10 17:28:45,2021-09-10 17:29:15
