route_Id,station_Id
118,38
118,40
118,129052
118,122888
118,47
118,34
118,103541
118,32
118,28
118,101760
118,116002
118,217
118,103538
118,125169
118,221
118,115967
118,771
118,791
118,116115
118,115978
118,115981
118,115983
118,114607
118,115991
118,114609
118,114610
118,1067
118,116198
118,114612
118,114613
118,114614
118,1037
118,1057
118,124506
119,1147
119,1039
